BondID,ISIN,Issuer,Sector,CreditRating,Currency,FaceValue,CouponRate,CouponFrequency,BondType,IssueDate,MaturityDate,ValuationDate,YearsToMaturity,OriginalMaturityYears,YieldToMaturity,CleanPrice,AccruedInterest,DirtyPrice,MacaulayDuration,ModifiedDuration,Convexity,DV01_Per100Face,EffectiveDuration,EffectiveConvexity,SpreadOverBenchmark_bps,OAS_bps,ZSpread_bps,KeyRateBucket,Quantity,MarketValue_LocalCcy,MarketValue_INR,PortfolioWeight,IsCallable,CallDate,IsPutable,IsFloatingRate,BenchmarkIndex,PriceChange_Up50bps,PriceChange_Dn50bps,PriceChange_Up100bps,PriceChange_Dn100bps,PriceChange_Up200bps,PriceChange_Dn200bps,CalculatedPrice,CalculatedMacaulayDuration,CalculatedModifiedDuration,CalculatedConvexity,CalculatedDV01,Price_Diff,Macaulay_Diff,Modified_Diff,Convexity_Diff,DV01_Diff,MV_Weight_Calc,DV01_Total,KRD_3M,KRD_6M,KRD_1Y,KRD_2Y,KRD_3Y,KRD_5Y,KRD_7Y,KRD_10Y,KRD_20Y,KRD_30Y,KRD_Sum,KRD_Difference,Pnl_-200bps,Pnl_-100bps,Pnl_-50bps,Pnl_50bps,Pnl_100bps,Pnl_200bps
ZTFI-0073,IN8516060715,Government of India,Government,SOV,INR,100,0.0664,2,Fixed,2018-06-23,2056-06-13,2024-10-31,31.6167,38,0.0717,93.4117,0.1912,93.4463,13.0366,12.5854,260.4158,0.1176,12.5854,260.4158,0,0,5,20Y+,20000,18682.34,18682.34,0.000583,False,,False,False,IN10YT,6.1822,-5.574,12.9725,-10.5399,28.3776,-18.6473,93.41171507708825,13.036587877430732,12.58540124287371,260.41577184901166,0.11756239150301513,1.5077088249881854e-05,-1.2122569268413486e-05,1.2428737097280873e-06,-2.8150988327979576e-05,-3.760849698486446e-05,0.0005827423933564418,2352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5854,12.5854,0.0,5675.5297401144,2594.5060442086,1236.43831564215,-1114.8089027178498,-2107.9883925114,-3729.4591333255994
ZTFI-0074,IN9751613696,Government of India,Government,SOV,INR,100,0.0649,2,Fixed,2011-09-21,2038-09-14,2024-10-31,13.87,27,0.0728,93.2813,0.5404,93.5541,9.0219,8.705,100.8387,0.0812,8.705,100.8387,0,0,-2,10-15Y,10000,9328.13,9328.13,0.000291,False,,False,False,IN10YT,4.1776,-3.9425,8.5905,-7.6498,18.1215,-14.359,93.2812601971158,9.02191003946292,8.705046352241336,100.838685724498,0.0812017693811378,-3.980288420279976e-05,1.0039462919664288e-05,4.635224133586746e-05,-1.4275501996507955e-05,1.769381137800563e-06,0.00029096445101309715,811.9999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.336165000000001,3.3688349999999994,0.0,8.705,0.0,1812.1547335261998,859.0455416315499,417.76481453288744,-394.2489019671125,-764.98189136845,-1435.9001324738
ZTFI-0075,IN8355231243,Government of India,Government,SOV,INR,100,0.0549,2,Fixed,2016-09-26,2027-09-24,2024-10-31,2.8966,11,0.0719,96.1725,1.3056,97.0344,2.3669,2.2848,6.4947,0.022,2.2848,6.4947,0,0,9,2-3Y,10000,9617.25,9617.25,0.0003,False,,False,False,IN10YT,1.1065,-1.0909,2.2286,-2.1661,4.5196,-4.2698,96.17250926128929,2.3669383957004952,2.2847998414020902,6.494714353635018,0.021973493390743483,9.261289292794572e-06,3.8395700495463814e-05,-1.58597909916125e-07,1.4353635018338196e-05,-2.6506609256515823e-05,0.00029998272606682246,219.99999999999997,0.0,0.0,0.0,0.23624832000000037,2.0485516799999997,0.0,0.0,0.0,0.0,0.0,2.2848,0.0,451.96208671500005,222.85798567875003,110.64822841968751,-109.08669958031251,-216.61187032125005,-426.9776252850001
ZTFI-0076,IN9799552717,Government of India,Government,SOV,INR,100,0.0626,2,Fixed,2012-10-17,2033-10-12,2024-10-31,8.9473,21,0.0712,94.5856,0.794,95.0714,6.6594,6.4305,51.1685,0.0608,6.4305,51.1685,0,0,9,7-10Y,20000,18917.12,18917.12,0.00059,False,,False,False,IN10YT,3.1017,-2.9807,6.3243,-5.8403,13.1326,-11.1967,94.58563617061029,6.6594145999923615,6.4304891850061425,51.16845799218321,0.06082319104520353,3.6170610286490046e-05,1.4599992361752356e-05,-1.0814993857799493e-05,-4.200781679486454e-05,2.3191045203527216e-05,0.0005900656868578032,1216.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2564624499999995,4.174037550000001,0.0,0.0,6.4305,0.0,2626.522934144,1264.863434336,620.332208984,-596.133192616,-1168.067368864,-2239.338672256
ZTFI-0077,IN0541199867,Government of India,Government,SOV,INR,100,0.0665,2,Fixed,2022-12-27,2026-12-26,2024-10-31,2.152,4,0.0735,98.7197,0.3129,99.7255,1.9048,1.8373,4.3575,0.0181,1.8373,4.3575,0,0,-1,2-3Y,200000,197439.4,197439.4,0.006159,False,,False,False,IN10YT,0.9123,-0.9015,1.8353,-1.7923,3.7136,-3.5415,98.71974519036189,1.9048208730820628,1.8373000946053173,4.357519506648975,0.01813777971776647,4.5190361888103325e-05,2.0873082062777826e-05,9.460531735783206e-08,1.9506648975209373e-05,3.777971776646946e-05,0.006158559821674365,3620.0,0.0,0.0,0.0,1.5580303999999996,0.27926960000000023,0.0,0.0,0.0,0.0,0.0,1.8373,0.0,7427.1766295,3670.5712054749997,1824.53132541875,-1803.02277078125,-3584.5369869250003,-7083.0397553
ZTFI-0078,IN7151820377,Government of India,Government,SOV,INR,100,0.0649,2,Fixed,2020-05-02,2032-04-29,2024-10-31,7.4935,12,0.0746,94.7843,0.6632,95.3333,5.6944,5.4896,36.8728,0.052,5.4896,36.8728,0,0,-4,7-10Y,50000,47392.15,47392.15,0.001478,False,,False,False,IN10YT,2.6453,-2.558,5.378,-5.0285,11.1056,-9.7076,94.78434488239212,5.694388517725936,5.489625487058648,36.87276857726216,0.05203305554405367,4.488239211752898e-05,-1.148227406400082e-05,2.54870586475775e-05,-3.142273784106919e-05,3.3055544053674224e-05,0.0014782631574688982,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5865608,0.9030392,0.0,0.0,5.4896,0.0,5552.775186504,2689.013529826,1322.6632490565,-1278.9762173435001,-2514.265402974,-4853.782679096
ZTFI-0079,IN5151864492,Government of India,Government,SOV,INR,100,0.0595,2,Fixed,2014-09-20,2053-09-10,2024-10-31,28.8597,39,0.0746,82.2688,1.4394,83.3078,12.6784,12.2225,240.0864,0.1006,12.2225,240.0864,0,0,7,20Y+,20000,16453.76,16453.76,0.000513,False,,False,False,IN10YT,5.2745,-4.7808,11.0429,-9.0677,24.0609,-16.1603,82.26879901153228,12.678433505706694,12.222533023914675,240.08637757573024,0.10055331127562524,-9.884677183435997e-07,3.350570669446995e-05,3.302391467485677e-05,-2.242426975840317e-05,-4.6688724374757684e-05,0.000513228186732095,2011.9999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3937316749999995,10.828768325,12.2225,0.0,4812.1864329728,2208.5770162432,1054.9094580608,-956.1513579391999,-1813.5446157567999,-3232.0568310271997
ZTFI-0080,IN9148652816,Government of India,Government,SOV,INR,100,0.0645,2,Fixed,2023-08-11,2026-08-10,2024-10-31,1.7741,3,0.0669,99.6628,0.551,100.8982,1.4535,1.4065,2.6931,0.014,1.4065,2.6931,0,0,1,1-2Y,10000,9966.28,9966.28,0.000311,False,,False,False,IN10YT,0.7042,-0.6975,1.4152,-1.3883,2.8572,-2.7498,99.66280566612363,1.4535391350652298,1.4064919783881464,2.693092103738937,0.01401749367130596,5.666123627179331e-06,3.913506522978949e-05,-8.021611853648025e-06,-7.896261062789733e-06,1.7493671305959108e-05,0.0003108697229608518,140.00000000000003,0.0,0.0,0.31772835,1.08877165,0.0,0.0,0.0,0.0,0.0,0.0,1.4064999999999999,-2.220446049250313e-16,285.71949413360005,141.5177376334,70.42336645835002,-69.75236174165,-138.83371876660001,-274.98341866640004
ZTFI-0081,IN2214188805,State of Gujarat,Government,SOV,INR,100,0.0799,2,Fixed,2022-11-23,2034-11-20,2024-10-31,10.0534,12,0.0738,104.2612,0.3612,105.6452,7.1375,6.8835,61.3486,0.0718,6.8835,61.3486,0,0,0,10-15Y,10000,10426.12,10426.12,0.000325,False,,False,False,IN10YT,3.6684,-3.5085,7.4966,-6.857,15.6329,-13.0744,104.26119620126406,7.137459046440653,6.883459394773511,61.34863176385888,0.07176777105019154,-3.798735946247689e-06,-4.095355934730094e-05,-4.060522648874354e-05,3.17638588853697e-05,-3.222894980846325e-05,0.0003252131222438659,718.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.846742109999999,0.036757889999999925,0.0,6.883499999999999,-8.881784197001252e-16,1563.2895134864002,749.6633634716,366.8363334179,-350.8456367821,-685.7005769284,-1307.4383673135999
ZTFI-0082,IN0653794738,State of AP,Government,SOV,INR,100,0.0691,2,Fixed,2013-05-12,2028-05-08,2024-10-31,3.5181,15,0.079,97.0235,0.6354,98.6597,3.1622,3.042,11.3024,0.0295,3.042,11.3024,0,0,9,3-5Y,10000,9702.35,9702.35,0.000303,False,,False,False,IN10YT,1.4894,-1.462,3.0063,-2.8966,6.1222,-5.6836,97.02348547578971,3.1622377395916947,3.042075747562958,11.302369000708529,0.02951527921099268,-1.4524210286026573e-05,3.773959169484087e-05,7.574756295802842e-05,-3.099929147154512e-05,1.5279210992681647e-05,0.0003026371782218862,294.99999999999994,0.0,0.0,0.0,0.0,2.2539699,0.7880301,0.0,0.0,0.0,0.0,3.042,0.0,612.222942128,300.628479032,148.943491508,-146.201995492,-289.66249496800003,-568.359005872
ZTFI-0083,IN4688623924,State of AP,Government,SOV,INR,100,0.0659,2,Fixed,2016-06-22,2026-06-20,2024-10-31,1.6345,10,0.0755,98.6622,1.172,99.5122,1.4523,1.3995,2.6678,0.0138,1.3995,2.6678,0,0,-2,1-2Y,5000,4933.11,4933.11,0.000154,False,,False,False,IN10YT,0.6937,-0.6871,1.3939,-1.3676,2.8142,-2.7089,98.6622475440872,1.4523124878469416,1.3994820408064963,2.66780717922007,0.013807604354355489,4.7544087195205975e-05,1.2487846941633407e-05,-1.795919350366937e-05,7.179220069986059e-06,7.604354355488993e-06,0.00015387431810418806,68.99999999999999,0.0,0.0,0.5115172499999999,0.88798275,0.0,0.0,0.0,0.0,0.0,0.0,1.3995,0.0,140.7098590716,69.6969019929,34.683944110725,-34.354930339275,-68.3808469071,-135.4456387284
ZTFI-0084,IN1247826137,State of Rajasthan,Government,SOV,INR,100,0.08,2,Fixed,2023-07-04,2026-07-03,2024-10-31,1.6701,3,0.074,100.8373,0.4716,102.8264,1.4433,1.3918,2.6494,0.014,1.3918,2.6494,0,0,6,1-2Y,20000,20167.46,20167.46,0.000629,False,,False,False,IN10YT,0.7051,-0.6984,1.4168,-1.3901,2.8603,-2.7535,100.83729031270883,1.4433036397608467,1.3918067885832661,2.6493577367767354,0.014034602519956977,-9.687291168347656e-06,3.639760846718687e-06,6.788583266192916e-06,-4.2263223264615846e-05,3.460251995697668e-05,0.000629066482481333,280.00000000000006,0.0,0.0,0.4591548200000001,0.9326451799999999,0.0,0.0,0.0,0.0,0.0,0.0,1.3918,0.0,572.0677502648,283.3622917062,141.01324999655,-139.67745828345,-278.01912485379995,-550.6950828552
ZTFI-0085,IN0515220472,State of Gujarat,Government,SOV,INR,100,0.0779,2,Fixed,2020-04-19,2030-04-17,2024-10-31,5.4593,10,0.0701,103.2427,0.037,103.6627,4.2497,4.1058,20.5911,0.0424,4.1058,20.5911,0,0,-1,5-7Y,5000,5162.14,5162.14,0.000161,False,,False,False,IN10YT,2.146,-2.0929,4.3452,-4.1326,8.9031,-8.0527,103.24265881843345,4.249736534828644,4.105827288371232,20.59110088091058,0.0423896525900725,-4.118156654442373e-05,3.653482864418578e-05,2.7288371232003783e-05,8.809105800366979e-07,-1.0347409927502493e-05,0.0001610182567302074,212.0,0.0,0.0,0.0,0.0,0.0,3.1629030300000007,0.9428969699999997,0.0,0.0,0.0,4.1058,0.0,445.1531164308001,217.26185116770003,107.30224882192502,-104.64489529807501,-206.63243707230004,-402.63546004920005
ZTFI-0086,IN1434103697,State of Kerala,Government,SOV,INR,100,0.0661,2,Fixed,2018-12-20,2028-12-17,2024-10-31,4.1287,10,0.0702,98.5914,0.9503,99.7788,3.5761,3.4548,14.4461,0.0341,3.4548,14.4461,0,0,4,3-5Y,100000,98591.4,98591.4,0.003075,False,,False,False,IN10YT,1.7209,-1.6853,3.4773,-3.3349,7.0971,-6.5274,98.59142704975093,3.5760841553448453,3.4548199742487156,14.446138076251211,0.03406156314611646,2.704975094047768e-05,-1.584465515458433e-05,1.997424871547082e-05,3.807625121154956e-05,-3.8436853883536126e-05,0.0030752779577056352,3409.9999999999995,0.0,0.0,0.0,0.0,1.5050836199999995,1.9497163800000006,0.0,0.0,0.0,0.0,3.4548,0.0,7097.123619108,3477.348748377,1720.8711088942503,-1685.2645783057499,-3334.9226260230002,-6527.419129692
ZTFI-0087,IN0953962185,State of Kerala,Government,SOV,INR,100,0.0662,2,Fixed,2018-11-24,2029-11-21,2024-10-31,5.0568,11,0.0779,95.2302,0.9171,95.8764,4.3178,4.1559,20.8995,0.0396,4.1559,20.8995,0,0,10,5-7Y,100000,95230.2,95230.2,0.00297,False,,False,False,IN10YT,2.0037,-1.954,4.0572,-3.8582,8.3134,-7.5173,95.23022684721653,4.317797832208721,4.155924570199453,20.899537041668843,0.039576963958001476,2.6847216531677986e-05,-2.1677912789286324e-06,2.4570199452789154e-05,3.704166884332949e-05,-2.303604199852677e-05,0.0029704348956186765,3960.0000000000005,0.0,0.0,0.0,0.0,0.0,4.03787244,0.11802755999999992,0.0,0.0,0.0,4.1559,0.0,8313.39647658,4057.1850600450002,2003.71423546125,-1953.9576463387498,-3858.1587035549996,-7517.29105062
ZTFI-0088,IN6540515319,State of Maharashtra,Government,SOV,INR,100,0.0775,2,Fixed,2023-05-27,2031-05-25,2024-10-31,6.5626,8,0.0735,102.038,1.5762,102.3772,5.2417,5.0559,31.5799,0.0516,5.0559,31.5799,0,0,9,5-7Y,20000,20407.6,20407.6,0.000637,False,,False,False,IN10YT,2.6197,-2.5392,5.3201,-4.9978,10.9623,-9.6734,102.03801596564722,5.2416575186261065,5.055854852786213,31.579924420963714,0.05158893981885946,1.5965647222060397e-05,-4.248137389328832e-05,-4.514721378701125e-05,2.4420963715243715e-05,-1.1060181140540304e-05,0.0006365569659186655,1032.0,0.0,0.0,0.0,0.0,0.0,1.1057253300000007,3.9501746699999996,0.0,0.0,0.0,5.0559,0.0,2192.469690248,1064.0113467620001,523.9497987905,-507.83804960950005,-999.564350038,-1934.681703352
ZTFI-0089,IN2217043030,State of AP,Government,SOV,INR,100,0.0704,2,Fixed,2021-03-30,2028-03-28,2024-10-31,3.4059,7,0.0799,97.5096,0.8332,97.5741,2.7526,2.6469,8.6482,0.0258,2.6469,8.6482,0,0,1,3-5Y,100000,97509.6,97509.6,0.003042,False,,False,False,IN10YT,1.301,-1.2799,2.6231,-2.5388,5.3306,-4.9933,97.50957963039113,2.752614524496991,2.646871988554249,8.648170059618103,0.02580953749393823,-2.0369608876080747e-05,1.452449699090863e-05,-2.801144575093062e-05,-2.9940381896409463e-05,9.537493938231029e-06,0.003041534287419526,2580.0,0.0,0.0,0.0,0.0,2.109711645,0.537188355,0.0,0.0,0.0,0.0,2.6469,0.0,5330.619709344,2623.145728536,1301.031832734,-1279.949769666,-2538.817476264,-4993.306700256
ZTFI-0090,IN5054156676,State of Rajasthan,Government,SOV,INR,100,0.0708,2,Fixed,2022-05-09,2027-05-08,2024-10-31,2.5161,5,0.075,99.0585,0.9191,100.4765,2.3339,2.2495,6.3532,0.0223,2.2495,6.3532,0,0,8,2-3Y,500000,495292.5,495292.5,0.015449,False,,False,False,IN10YT,1.122,-1.1063,2.2598,-2.1969,4.5825,-4.3308,99.05851502004923,2.333889401675606,2.2495319534222706,6.353159785300036,0.02228352947961607,1.5020049232816746e-05,-1.0598324393651382e-05,3.195342227080289e-05,-4.021469996384752e-05,-1.647052038393146e-05,0.015449239060069321,11150.0,0.0,0.0,0.0,1.0885330500000003,1.1609669499999995,0.0,0.0,0.0,0.0,0.0,2.2495,0.0,22912.5480372,11298.939403049999,5610.136047637499,-5531.4687398625,-10984.270171949998,-21653.871112799996
ZTFI-0091,IN6928451154,State of Karnataka,Government,SOV,INR,100,0.0702,2,Fixed,2016-06-12,2028-06-09,2024-10-31,3.6057,12,0.0717,99.5429,0.617,99.6172,3.1625,3.053,11.3822,0.0304,3.053,11.3822,0,0,6,3-5Y,50000,49771.45,49771.45,0.001552,False,,False,False,IN10YT,1.5337,-1.5054,3.0957,-2.9824,6.3047,-5.8515,99.5428603949921,3.162489630959506,3.0530382110918626,11.38221444925475,0.03039081564272937,-3.960500789901289e-05,-1.0369040494229154e-05,3.8211091862638824e-05,1.444925475091452e-05,-9.184357270628635e-06,0.0015524786452778654,1520.0,0.0,0.0,0.0,0.0,2.12839895,0.9246010500000001,0.0,0.0,0.0,0.0,3.053,0.0,3152.3464566380003,1547.8477984095,766.842541727375,-752.679826772625,-1491.1969385905,-2925.743017362
ZTFI-0092,IN4016582029,State of Kerala,Government,SOV,INR,100,0.0765,2,Fixed,2024-01-09,2034-01-06,2024-10-31,9.1828,10,0.0707,103.8139,1.2339,104.5065,6.7155,6.4862,53.3654,0.0673,6.4862,53.3654,0,0,-4,7-10Y,500000,519069.5,519069.5,0.016191,False,,False,False,IN10YT,3.436,-3.2975,7.0106,-6.4566,14.5752,-12.3591,103.8139334617422,6.715520348129007,6.486232045326708,53.36544367588706,0.0673361261970967,3.346174219132081e-05,2.0348129007530247e-05,3.204532670775251e-05,4.367588705633807e-05,3.612619709669751e-05,0.01619089486372326,33650.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7668408799999993,4.719359120000001,0.0,0.0,6.4862,0.0,72875.84211706,35052.903483765,17180.19734819125,-16487.68856080875,-32282.868334235,-61795.701518940004
ZTFI-0093,IN7557192856,State of Tamil Nadu,Government,SOV,INR,100,0.0703,2,Fixed,2022-11-02,2029-10-31,2024-10-31,4.9993,7,0.0711,99.6965,0.327,100.6064,3.9338,3.7988,17.4969,0.0379,3.7988,17.4969,0,0,-2,3-5Y,200000,199393.0,199393.0,0.006219,False,,False,False,IN10YT,1.9154,-1.8718,3.8745,-3.7001,7.9234,-7.2257,99.6964625932456,3.9338070180304827,3.7987610622668946,17.496915488539567,0.03787230401449694,-3.740675440155883e-05,7.0180304825306905e-06,-3.893773310537085e-05,1.5488539567343196e-05,-2.7695985503062293e-05,0.006219496810277567,7580.000000000001,0.0,0.0,0.0,0.0,0.0013295800000002753,3.79747042,0.0,0.0,0.0,0.0,3.7988,0.0,15846.83444434,7748.979253085,3830.88013427125,-3743.66114972875,-7400.103314915001,-14451.330691660001
ZTFI-0094,IN4739473121,State of Rajasthan,Government,SOV,INR,100,0.0727,2,Fixed,2018-07-21,2032-07-17,2024-10-31,7.7098,14,0.0709,101.0333,1.7585,102.8264,5.9206,5.7179,40.5352,0.0578,5.7179,40.5352,0,0,6,7-10Y,200000,202066.6,202066.6,0.006303,False,,False,False,IN10YT,2.9397,-2.8373,5.9818,-5.5722,12.373,-10.7349,101.03325747692423,5.920624395055405,5.7179239896232605,40.53521897794928,0.05777004866770888,-4.2523075762801454e-05,2.4395055405079802e-05,2.398962326033427e-05,1.897794927430141e-05,-2.9951332291118515e-05,0.006302892148488829,11559.999999999998,0.0,0.0,0.0,0.0,0.0,0.0,4.365044859999999,1.3528551400000008,0.0,0.0,5.7179,0.0,24746.094251664,11963.506623616,5879.368186254001,-5674.597935146,-11144.425619184,-21469.770233936
ZTFI-0095,IN8844225831,State of Karnataka,Government,SOV,INR,100,0.0817,2,Fixed,2022-05-23,2037-05-19,2024-10-31,12.5476,15,0.0779,103.0014,0.7371,104.1703,8.1279,7.8232,82.7369,0.0806,7.8232,82.7369,0,0,9,10-15Y,5000,5150.07,5150.07,0.000161,False,,False,False,IN10YT,4.1355,-3.9225,8.4841,-7.6319,17.8204,-14.4116,103.0014131681441,8.127867797536974,7.823155876160521,82.73690080117474,0.08057961106792041,1.3168144093356204e-05,-3.220246302682028e-05,-4.4123839479048854e-05,8.011747354430554e-07,-2.038893207959025e-05,0.00016064176745275005,403.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.830161568000001,1.9930384319999994,0.0,7.823200000000001,8.881784197001252e-16,891.0207177965999,424.20531756914994,206.77639845228748,-196.12387778771247,-381.59523491084997,-720.5803871633999
ZTFI-0096,IN9114678669,State of Tamil Nadu,Government,SOV,INR,100,0.0663,2,Fixed,2019-11-04,2027-11-02,2024-10-31,3.0034,8,0.0745,97.8313,0.8575,98.044,2.7664,2.6671,8.7523,0.0261,2.6671,8.7523,0,0,0,3-5Y,200000,195662.6,195662.6,0.006103,False,,False,False,IN10YT,1.3153,-1.2939,2.6521,-2.5664,5.3898,-5.0473,97.83134804207853,2.7664106109893964,2.6670625316841616,8.752280819015416,0.02609223227871803,4.804207853226217e-05,1.0610989396475645e-05,-3.746831583839594e-05,-1.918098458375539e-05,-7.767721281970452e-06,0.006103137605586032,5220.000000000001,0.0,0.0,0.0,0.0,2.66256593,0.004534070000000093,0.0,0.0,0.0,0.0,2.6671,0.0,10779.533963996,5304.142093299,2630.6648244747503,-2587.85238012525,-5132.892315901,-10094.534854404
ZTFI-0097,IN6801824225,State of Tamil Nadu,Government,SOV,INR,100,0.0809,2,Fixed,2022-08-10,2028-08-08,2024-10-31,3.77,6,0.0794,100.4507,1.7109,100.9575,3.1182,2.9991,11.0827,0.0301,2.9991,11.0827,0,0,3,3-5Y,20000,20090.14,20090.14,0.000627,False,,False,False,IN10YT,1.5202,-1.4924,3.0683,-2.957,6.2479,-5.8026,100.45065358686819,3.1182403816910913,2.9991732054353095,11.082741176116706,0.030126890870619937,-4.641313181252826e-05,4.0381691091440075e-05,7.32054353096423e-05,4.117611670473309e-05,2.689087061993889e-05,0.0006266547052706452,601.9999999999999,0.0,0.0,0.0,0.0,1.8444464999999999,1.1546535,0.0,0.0,0.0,0.0,2.9991,0.0,1249.5773763956001,613.6560384689,304.04485680222496,-298.478531937775,-591.3907390111,-1160.5161785644
ZTFI-0098,IN4981829922,State of Tamil Nadu,Government,SOV,INR,100,0.0762,2,Fixed,2012-08-13,2026-08-10,2024-10-31,1.7741,14,0.0734,100.391,0.0785,102.0365,1.4457,1.3945,2.6569,0.014,1.3945,2.6569,0,0,-3,1-2Y,100000,100391.0,100391.0,0.003131,False,,False,False,IN10YT,0.7033,-0.6966,1.4133,-1.3866,2.8533,-2.7466,100.39095892546759,1.4457358171732835,1.3945556257097362,2.656915346012838,0.014000077653990587,-4.1074532418861054e-05,3.581717328349221e-05,5.562570973616232e-05,1.534601283825765e-05,7.765399058674849e-08,0.003131411354864891,1400.0,0.0,0.0,0.31501755,1.07948245,0.0,0.0,0.0,0.0,0.0,0.0,1.3944999999999999,-2.220446049250313e-16,2853.2507595800002,1413.288937395,703.31035809875,-696.6421369012501,-1386.616052605,-2746.55922042
ZTFI-0099,IN9439690784,State of Maharashtra,Government,SOV,INR,100,0.0759,2,Fixed,2021-06-09,2028-06-07,2024-10-31,3.6003,7,0.078,99.3674,0.7706,100.228,3.1373,3.0195,11.1909,0.03,3.0195,11.1909,0,0,-4,3-5Y,200000,198734.8,198734.8,0.006199,False,,False,False,IN10YT,1.5141,-1.4863,3.056,-2.9448,6.2232,-5.7784,99.36744869909558,3.1373002953485276,3.0195383015866484,11.190851089864877,0.030004381727786546,4.869909557214669e-05,2.9534852741264217e-07,3.83015866485259e-05,-4.891013512242637e-05,4.3817277865475235e-06,0.006198966135677533,6000.0,0.0,0.0,0.0,0.0,2.113197075,0.9063029249999998,0.0,0.0,0.0,0.0,3.0195,0.0,12446.398826664,6111.998349666,3028.1989089165,-2972.5983770834996,-5889.596222333999,-11556.790317336
ZTFI-0100,IN7677359255,State of Tamil Nadu,Government,SOV,INR,100,0.0775,2,Fixed,2017-07-06,2025-07-04,2024-10-31,0.6735,8,0.0713,100.2993,0.9978,100.505,0.5,0.4828,0.4662,0.0048,0.4828,0.4662,0,0,2,0-1Y,20000,20059.86,20059.86,0.000626,False,,False,False,IN10YT,0.2427,-0.2415,0.4866,-0.4819,0.9778,-0.9591,100.29932892386424,0.5,0.48278858687780624,0.4661696392389381,0.00484233712759447,2.892386423525295e-05,0.0,-1.1413122193770775e-05,-3.036076106188723e-05,4.233712759447051e-05,0.0006257102069010174,96.0,0.0,0.3152684,0.1675316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4828,0.0,195.5683895064,97.31659941660001,48.54140087415,-48.30760320585,-96.38140874339999,-191.8276268136
ZTFI-0101,IN1473210469,State of AP,Government,SOV,INR,100,0.0721,2,Fixed,2021-01-30,2026-01-29,2024-10-31,1.2457,5,0.0793,99.3207,0.5637,100.6962,0.9825,0.945,1.3555,0.0094,0.945,1.3555,0,0,10,1-2Y,200000,198641.4,198641.4,0.006196,False,,False,False,IN10YT,0.471,-0.4676,0.9453,-0.9318,1.9041,-1.8502,99.32066524363525,0.9825438487707159,0.9450717537351184,1.3554681141676237,0.009386515528394099,-3.475636475513966e-05,4.384877071583748e-05,7.175373511847383e-05,-3.188583237623277e-05,-1.3484471605901271e-05,0.006196052788658931,1880.0,0.0,0.0,0.7128135,0.23218650000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.9450000000000001,1.1102230246251565e-16,3808.17414354,1890.624150885,941.9463452212499,-935.21488477875,-1863.6983091149998,-3700.47077646
ZTFI-0102,IN7470168733,State of AP,Government,SOV,INR,100,0.0749,2,Fixed,2024-03-26,2027-03-26,2024-10-31,2.3984,3,0.0749,100.0,1.2251,100.8812,1.8943,1.8259,4.3191,0.0183,1.8259,4.3191,0,0,-5,2-3Y,500000,500000.0,500000.0,0.015596,False,,False,False,IN10YT,0.9183,-0.9076,1.8475,-1.8043,3.7382,-3.5654,100.0,1.8942882543790918,1.8259079997870662,4.319136785260988,0.018259079997870662,0.0,-1.17456209083322e-05,7.99978706611526e-06,3.6785260988381197e-05,-4.092000212933822e-05,0.015596076116708128,9150.0,0.0,0.0,0.0,1.09846144,0.7274385600000002,0.0,0.0,0.0,0.0,0.0,1.8259,0.0,18690.91,9237.4775,4591.744375,-4537.755625000001,-9021.522500000001,-17827.09
ZTFI-0103,IN6245650609,State of Karnataka,Government,SOV,INR,100,0.0746,2,Fixed,2020-06-19,2028-06-17,2024-10-31,3.6277,8,0.0707,101.1908,0.8399,102.2163,3.1467,3.0393,11.3152,0.0308,3.0393,11.3152,0,0,-2,3-5Y,100000,101190.8,101190.8,0.003156,False,,False,False,IN10YT,1.5521,-1.5234,3.1327,-3.0182,6.38,-5.922,101.19078023420438,3.1467345925617383,3.03929549675157,11.315218708325432,0.03075486826785952,-1.976579561357994e-05,3.459256173821146e-05,-4.503248429710283e-06,1.870832543104939e-05,-4.5131732140480524e-05,0.0031563588382211775,3080.0,0.0,0.0,0.0,0.0,2.085415695,0.9538843049999999,0.0,0.0,0.0,0.0,3.0393,0.0,6379.9827968320005,3132.741691408,1552.058418952,-1523.433565448,-3018.2422773920002,-5921.985140768
